report_date,report_file,rank,ticker,quality,quality_flag,vol_rr,entry_price,vol_stop_price,target_r1,return_7d,mfe_7d,mae_7d,stop_hit_7d,r1_hit_7d,exit_reason_7d,actual_days_7d,return_14d,mfe_14d,mae_14d,stop_hit_14d,r1_hit_14d,exit_reason_14d,actual_days_14d,return_30d,mfe_30d,mae_30d,stop_hit_30d,r1_hit_30d,exit_reason_30d,actual_days_30d,return_60d,mfe_60d,mae_60d,stop_hit_60d,r1_hit_60d,exit_reason_60d,actual_days_60d,return_90d,mfe_90d,mae_90d,stop_hit_90d,r1_hit_90d,exit_reason_90d,actual_days_90d,vol_rr_tier,rank_tier
2024-12-31,nasdaq100_watchlist_20241231_0900.xlsx,1,WDAY,GOOD,✓ SAFE ENTRY,3.8,262.0,248.89999999999998,311.2799987792969,-5.000000000000009,-0.38930878384422707,-6.534349281369274,True,False,stop,7,-5.000000000000009,-0.38930878384422707,-6.534349281369274,True,False,stop,14,-5.000000000000009,8.274806364802004,-6.534349281369274,True,False,stop,30,-5.000000000000009,8.274806364802004,-12.48473538697221,True,False,stop,60,-5.000000000000009,8.274806364802004,-21.629770293490576,True,False,stop,67,3+:1,Top 5
2024-12-31,nasdaq100_watchlist_20241231_0900.xlsx,2,CTSH,EXCELLENT,✓ SAFE ENTRY,3.3,75.52867126464844,71.752237701416,87.87589582562632,-0.09121494058301197,1.446243025753014,-2.8273690269296563,False,False,hold,7,3.817582644473658,4.156347618902167,-2.8273690269296563,False,False,hold,14,16.34773173450101,18.33223027891861,-2.8273690269296563,False,True,target,30,16.34773173450101,18.33223027891861,-2.8273690269296563,False,True,target,60,16.34773173450101,18.33223027891861,-14.339153138803114,True,True,target,67,3+:1,Top 5
2024-12-31,nasdaq100_watchlist_20241231_0900.xlsx,3,FER,GOOD,✓ SAFE ENTRY,2.3,41.57735824584961,39.49849033355713,46.45372768830784,-5.0,0.8749113828768618,-5.083943544425857,True,False,stop,7,-5.0,3.807053461154252,-5.2494642269783185,True,False,stop,14,-5.0,6.9520032253668855,-5.2494642269783185,True,False,stop,30,-5.0,10.120599029845891,-5.2494642269783185,True,False,stop,60,-5.0,10.120599029845891,-5.2494642269783185,True,False,stop,67,2-3:1,Top 5
2024-12-31,nasdaq100_watchlist_20241231_0900.xlsx,4,ORLY,EXCELLENT,✓ SAFE ENTRY,1.8,78.66133117675781,74.72826461791992,85.59733581542969,2.561196582290832,3.656179481912162,0.20849057903079038,False,False,hold,7,6.924203354742995,6.986917351952387,0.20849057903079038,False,False,hold,14,8.817553091093973,14.437419752561953,0.20849057903079038,False,True,target,30,8.817553091093973,22.88968757256095,0.20849057903079038,False,True,target,60,8.817553091093973,23.59906571080681,0.20849057903079038,False,True,target,67,<2:1,Top 5
2024-12-31,nasdaq100_watchlist_20241231_0900.xlsx,5,XEL,EXCELLENT,✓ SAFE ENTRY,1.7,64.91617584228516,61.670367050170896,70.47713355388136,-5.000000000000004,0.6066145355030879,-6.645212595562043,True,False,stop,7,-5.000000000000004,1.410326473801499,-6.645212595562043,True,False,stop,14,-5.000000000000004,3.812063004698006,-6.645212595562043,True,False,stop,30,-5.000000000000004,8.45146924789048,-6.645212595562043,True,False,stop,60,-5.000000000000004,9.81048021288459,-6.645212595562043,True,True,stop,67,<2:1,Top 5
2024-12-24,nasdaq100_watchlist_20241224_0900.xlsx,1,EA,GOOD,✓ SAFE ENTRY,2.9,146.5980834960938,139.2681793212891,167.5039837460525,-1.3917113507307002,1.4867712997819533,-1.832983541882463,False,False,hold,7,-4.005432449727603,1.4867712997819533,-4.887977960797479,False,False,hold,14,-5.000000000000013,1.4867712997819533,-21.78546829302011,True,False,stop,30,-5.000000000000013,1.4867712997819533,-21.78546829302011,True,False,stop,60,-5.000000000000013,1.4867712997819533,-21.78546829302011,True,False,stop,66,2-3:1,Top 5
2024-12-24,nasdaq100_watchlist_20241224_0900.xlsx,2,CTSH,EXCELLENT,✓ IDEAL,2.6,77.74285888671875,73.85571594238282,87.87588816755614,-3.911378233688377,1.4177264656083084,-4.265816468667429,False,False,hold,7,-4.9999999999999964,1.4177264656083084,-5.594934302836115,True,False,stop,14,-4.9999999999999964,10.898733854691635,-5.594934302836115,True,False,stop,30,-4.9999999999999964,14.962030116760197,-5.594934302836115,True,True,stop,60,-4.9999999999999964,14.962030116760197,-5.594934302836115,True,True,stop,66,2-3:1,Top 5
2024-12-24,nasdaq100_watchlist_20241224_0900.xlsx,3,WDAY,EXCELLENT,✓ IDEAL,2.5,265.3900146484375,246.81271362304685,311.2799987792969,-4.239049940779411,1.789818658509941,-5.765106999528536,False,False,hold,7,-7.000000000000011,1.789818658509941,-7.728252245207733,True,False,stop,14,-7.000000000000011,6.891735565700355,-7.728252245207733,True,False,stop,30,-7.000000000000011,6.891735565700355,-11.240067614962685,True,False,stop,60,-7.000000000000011,6.891735565700355,-13.60262985407587,True,False,stop,66,2-3:1,Top 5
2024-12-24,nasdaq100_watchlist_20241224_0900.xlsx,4,XEL,EXCELLENT,✓ SAFE ENTRY,1.7,65.04104614257812,61.78899383544922,70.47714123140416,-3.0128585605262606,1.3733109885343024,-3.236196284549427,False,False,hold,7,-5.0,1.3733109885343024,-6.824447367179765,True,False,stop,14,-5.0,1.9749685249893654,-6.824447367179765,True,False,stop,30,-5.0,8.243244436589501,-6.824447367179765,True,False,stop,60,-5.0,8.243244436589501,-6.824447367179765,True,False,stop,66,<2:1,Top 5
2024-12-24,nasdaq100_watchlist_20241224_0900.xlsx,5,CCEP,EXCELLENT,✓ IDEAL,1.4,73.83303833007812,70.14138641357421,78.84060205720016,-0.11876069755609021,2.322515585160346,-0.2639239279214974,False,False,hold,7,0.23753172841919828,2.322515585160346,-3.1406677888747203,False,False,hold,14,6.122990740116915,6.400107519579003,-3.1406677888747203,False,False,hold,30,6.782280453819616,16.640278421635568,-3.1406677888747203,False,True,target,60,6.782280453819616,16.640278421635568,-3.1406677888747203,False,True,target,66,<2:1,Top 5
2024-12-17,nasdaq100_watchlist_20241217_0900.xlsx,1,SNPS,GOOD,✓ SAFE ENTRY,4.1,522.1099853515625,496.0044860839844,629.3800048828125,-5.0,-0.5133004062308208,-7.3949907940497415,True,False,stop,7,-5.0,-0.5133004062308208,-8.28752374550662,True,False,stop,14,-5.0,6.550346319081159,-8.28752374550662,True,False,stop,30,-5.0,6.550346319081159,-18.45970716310606,True,False,stop,60,-5.0,6.550346319081159,-18.45970716310606,True,False,stop,66,3+:1,Top 5
2024-12-17,nasdaq100_watchlist_20241217_0900.xlsx,2,CSX,GOOD,✓ IDEAL,4.0,32.42060089111328,30.799570846557614,38.9538414427134,-1.4571708743260572,0.36432182181771894,-4.58406987178516,False,False,hold,7,-2.2464879432150124,0.36432182181771894,-4.58406987178516,False,False,hold,14,-1.3053800354070766,3.5215712129304717,-4.58406987178516,False,False,hold,30,-5.000000000000009,3.5215712129304717,-11.663083079530319,True,False,stop,60,-5.000000000000009,3.5215712129304717,-11.663083079530319,True,False,stop,66,3+:1,Top 5
2024-12-17,nasdaq100_watchlist_20241217_0900.xlsx,3,SBUX,EXCELLENT,✓ IDEAL,3.8,90.71168518066406,86.17610092163086,107.9189496280164,-4.9999999999999964,0.08589439444905754,-7.323893896379445,True,False,stop,7,-4.9999999999999964,1.4819462103393377,-7.323893896379445,True,False,stop,14,-4.9999999999999964,18.492250701214346,-7.323893896379445,True,False,stop,30,-4.9999999999999964,26.82292078377511,-7.323893896379445,True,True,stop,60,-4.9999999999999964,26.82292078377511,-7.323893896379445,True,True,stop,66,3+:1,Top 5
2024-12-17,nasdaq100_watchlist_20241217_0900.xlsx,4,WDC,GOOD,✓ SAFE ENTRY,3.6,49.16890716552734,45.72708366394042,61.40466510704488,-7.000000000000008,2.90965174954108,-9.663094439630841,True,False,stop,7,-7.000000000000008,3.323127151881261,-9.923431703541171,True,False,stop,14,-7.000000000000008,7.947933173128178,-9.923431703541171,True,False,stop,30,-7.000000000000008,10.658506823204366,-20.13375583063064,True,False,stop,60,-7.000000000000008,10.658506823204366,-20.13375583063064,True,False,stop,66,3+:1,Top 5
2024-12-17,nasdaq100_watchlist_20241217_0900.xlsx,5,ODFL,GOOD,✓ IDEAL,3.4,197.4688415527344,187.59539947509768,231.3177509445294,-5.000000000000003,0.5078061300390864,-11.493800908855647,True,False,stop,7,-5.000000000000003,0.5078061300390864,-12.112233353013297,True,False,stop,14,-5.000000000000003,0.5078061300390864,-12.112233353013297,True,False,stop,30,-5.000000000000003,5.389908078902762,-19.872807885752223,True,False,stop,60,-5.000000000000003,5.389908078902762,-20.59798477382187,True,False,stop,66,3+:1,Top 5
2024-12-17,nasdaq100_watchlist_20241217_0900.xlsx,6,CTSH,EXCELLENT,✓ SAFE ENTRY,2.1,79.41580963134766,75.44501914978026,87.87591114176668,-1.8587519162155668,1.2515391146888033,-3.048338112856126,False,False,hold,7,-5.000000000000011,1.2515391146888033,-7.335822580123451,True,False,stop,14,-5.000000000000011,3.4324682550936387,-7.583653774855002,True,False,stop,30,-5.000000000000011,12.54026323269074,-7.583653774855002,True,True,stop,60,-5.000000000000011,12.54026323269074,-7.583653774855002,True,True,stop,66,2-3:1,6-10
2024-12-17,nasdaq100_watchlist_20241217_0900.xlsx,7,XEL,EXCELLENT,✓ SAFE ENTRY,1.7,64.9834213256836,61.73425025939941,70.47714123140416,0.709421195662064,1.4631931417786932,-2.349979070577359,False,False,hold,7,-1.0640672206080959,1.4631931417786932,-3.180188577200597,False,False,hold,14,-5.000000000000006,1.4631931417786932,-6.741817047566921,True,False,stop,30,-5.000000000000006,8.3392304129121,-6.741817047566921,True,False,stop,60,-5.000000000000006,8.3392304129121,-6.741817047566921,True,False,stop,66,<2:1,6-10
2024-12-17,nasdaq100_watchlist_20241217_0900.xlsx,8,WDAY,EXCELLENT,✓ SAFE ENTRY,1.7,278.3500061035156,258.8655056762695,311.2799987792969,-4.350643292113681,0.6574408234735483,-5.63678896977329,False,False,hold,7,-7.000000000000014,0.6574408234735483,-11.3166873753491,True,False,stop,14,-7.000000000000014,0.6574408234735483,-12.024429849753968,True,False,stop,30,-7.000000000000014,1.9148505318456706,-15.372734904488809,True,False,stop,60,-7.000000000000014,1.9148505318456706,-15.372734904488809,True,False,stop,66,<2:1,6-10
2024-12-17,nasdaq100_watchlist_20241217_0900.xlsx,9,ROP,GOOD,✓ IDEAL,1.4,537.6158447265625,510.73505249023435,575.3553696248104,-3.3447778447096135,-0.7416314367261475,-4.342851282455369,False,False,hold,7,-5.000000000000004,-0.7416314367261475,-6.811106155522328,True,False,stop,14,-5.000000000000004,7.971674971828764,-7.705458565658888,True,True,stop,30,-5.000000000000004,9.978450739588386,-7.705458565658888,True,True,stop,60,-5.000000000000004,9.978450739588386,-7.705458565658888,True,True,stop,66,<2:1,6-10
2024-12-17,nasdaq100_watchlist_20241217_0900.xlsx,10,CCEP,GOOD,✓ SAFE ENTRY,0.9,75.44064331054688,71.66861114501953,78.84060205720016,-1.226912277678467,0.645744068383712,-4.132757711003555,False,False,hold,7,-1.9630555990419245,0.645744068383712,-4.132757711003555,False,False,hold,14,-5.000000000000007,2.6733886721552502,-5.204695056331932,True,False,stop,30,-5.000000000000007,14.154728401310276,-5.204695056331932,True,True,stop,60,-5.000000000000007,14.154728401310276,-5.204695056331932,True,True,stop,66,<2:1,6-10
2024-12-10,nasdaq100_watchlist_20241210_0900.xlsx,1,CMCSA,GOOD,✓ SAFE ENTRY,4.6,35.2656135559082,33.50233287811279,43.44336264033937,-4.225354093261749,3.3802863216990304,-4.609471988111239,False,False,hold,7,-3.8924595353278737,3.3802863216990304,-4.967994753093168,False,False,hold,14,-5.000000000000012,3.3802863216990304,-6.648044108930923,True,False,stop,30,-5.000000000000012,3.3802863216990304,-16.073613801528484,True,False,stop,60,-5.000000000000012,3.3802863216990304,-16.073613801528484,True,False,stop,66,3+:1,Top 5
2024-12-10,nasdaq100_watchlist_20241210_0900.xlsx,2,ODFL,GOOD,✓ SAFE ENTRY,2.8,202.4728088378906,192.34916839599606,231.3177509445294,-5.0000000000000036,1.1817806271516085,-7.988036467583644,True,False,stop,7,-5.0000000000000036,1.1817806271516085,-14.284307751832506,True,False,stop,14,-5.0000000000000036,1.1817806271516085,-14.284307751832506,True,False,stop,30,-5.0000000000000036,2.7852736332242634,-18.687782603334572,True,False,stop,60,-5.0000000000000036,2.7852736332242634,-21.853092795575073,True,False,stop,66,2-3:1,Top 5
2024-12-10,nasdaq100_watchlist_20241210_0900.xlsx,3,SBUX,EXCELLENT,✓ IDEAL,2.3,96.74158477783203,91.90450553894043,107.9189573186809,-5.000000000000003,0.08054992849055233,-10.713925807538402,True,False,stop,7,-5.000000000000003,0.08054992849055233,-13.100384566364252,True,False,stop,14,-5.000000000000003,1.027089625696643,-13.100384566364252,True,False,stop,30,-5.000000000000003,18.918052564984205,-13.100384566364252,True,True,stop,60,-5.000000000000003,18.918052564984205,-13.100384566364252,True,True,stop,66,2-3:1,Top 5
